Question,Answer
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Computer Systems Lab-1 (CS559) in the M.Tech CSE program at IIT Patna is a practical course worth 0-0-3-3 credits that teaches students the fundamentals of OS programming, process creation and synchronization, shared memory and semaphore implementation, shell programming, socket programming, and database creation. </CONTEXT> 
 <QUESTION> List two specific concepts related to process management that are taught in this course. </QUESTION>",The two specific concepts related to process management are process creation and process synchronization.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The M.Tech program in Mechanical Engineering at IIT Patna allows students to choose from three specialized streams: Thermo-fluids, Solid Mechanics & Design, and Manufacturing, with a curriculum comprising four core courses and six elective courses, designed to provide both breadth and depth in mechanical engineering education. </CONTEXT> 
 <QUESTION> Are the three specialized streams mutually exclusive or can students potentially take courses from multiple streams? </QUESTION>",The context doesn't specify whether the streams are mutually exclusive or if students can cross-register for courses. It primarily highlights the available specializations.
"Based on the context, what specific department offers the course with the prefix ""ME""?","The department offering the course with the ""ME"" prefix is the Mechanical Engineering department. In this case, Engineering Mechanics (ME102) is the course."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's Civil and Environmental Engineering department provides industrial and research training opportunities to help students excel in their professional lives, focusing on practical experience alongside theoretical knowledge to produce well-rounded civil engineers capable of addressing real-world challenges. </CONTEXT> 
 <QUESTION> What is the primary goal of IIT Patna's Civil and Environmental Engineering department in terms of student development? </QUESTION>",The primary goal is to help students excel in their professional lives.
Which engineering discipline does the B.Tech program in question belong to?,The B.Tech program belongs to the field of Chemical Engineering.
Can you specify the type of organizations that are acceptable for IIT Patna students' internships?,Acceptable organizations are industries or research institutions.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's Computer Science and Engineering department, established in 2008, has grown to have a student strength of 850+ as of 2025, offering programs in CSE (BTech CSE, MTech CSE) and Artificial Intelligence (BTech AI & DS, MTech AI) along with PhD programs. The department's graduates are highly sought after by top companies like Google, Microsoft, and Amazon for internships and placements. </CONTEXT> 
 <QUESTION> What is the full form of CSE in the context of the IIT Patna department? </QUESTION>","In the context of IIT Patna, CSE stands for Computer Science and Engineering."
How does the structured time for extracurricular activities impact the students at IIT Patna?,It allows them to engage in personal development and recreation outside of their academic coursework.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Group C electives for the second semester of M.Tech in Mechanical Engineering at IIT Patna include Numerical Optimization (MA502), Computational Differential Equations (MA504), Mathematical Modeling (MA512), Fuzzy Set and Artificial Intelligence (MA508), Design of Experiments (MA514), Turbulent Shear Flow (ME541), and Non-linear Systems Dynamics (ME536). </CONTEXT> 
 <QUESTION> Besides Turbulent Shear Flow, which other course is specifically offered under the Mechanical Engineering (ME) department? </QUESTION>","Besides Turbulent Shear Flow (ME541), Non-linear Systems Dynamics (ME536) is also offered under the Mechanical Engineering (ME) department."
"In addition to research and design review, what other type of project is IIT Patna working on?","Besides research and design review of structures, the department is also involved in vetting structural design drawings for the Ganga River Front Development."
What specific type of research methodologies are covered in these seminars and workshops?,"The context doesn't specify the types of research methodologies, only that research methodologies are covered in general."
Can students choose any discipline for the dual-degree program?,"No, students cannot choose any discipline; the programs are available only in select disciplines, as specified."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The research labs in IIT Patna's CSE department are backed with AI-GPU clusters and include specialized facilities such as AI+ML+NLP Lab, Blockchain Lab, IoT Lab, Network Security Lab, Advanced Computing Lab, and Metaverse Lab, supporting cutting-edge research and education. </CONTEXT> 
 <QUESTION> What emerging technological area is supported by the Metaverse Lab? </QUESTION>",The Metaverse Lab supports research and education related to the Metaverse.
What kind of infrastructure might IIT Patna's sports infrastructure include (give examples)?,"The provided context does not specify what sports infrastructure is included. It could encompass facilities like playing fields, gymnasiums, and courts."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Faculty members at IIT Patna are actively involved in research and regularly publish their work in high-impact journals and conferences. Many faculty members also collaborate with international universities and industries, bringing cutting-edge knowledge into the classroom. </CONTEXT> 
 <QUESTION> What is one specific benefit of faculty collaborations with international entities to IIT Patna? </QUESTION>",One specific benefit is the introduction of cutting-edge knowledge.
